isbn,title,author,publisher,price,wholesaler_name,purchase_type,quantity,unit_cost,received_date,consignment_deadline
'9785899143465,図解でわかる日本史,村上さくら,緑陰出版,1150,地方・小出版流通センター,買切,19,711,2026-06-21,
'9789617817591,ねこと雲のパン屋のたび,日向 帳,清流出版社,1180,日販,委託,10,814,2026-04-28,2026-05-31
'9788352252650,図解 営業力入門,日向 蒼,翠嵐舎,1760,大阪屋栗田,買切,19,1141,2026-06-30,
'9784251059796,放課後のミステリー 第9巻,斎藤結衣,翠嵐堂,510,トーハン,買切,18,324,2026-05-14,
'9782203627406,小笠原諸島、季節の情景,長谷川杏,清流出版,3190,地方・小出版流通センター,買切,1,1963,2026-05-09,
'9786719001675,屋久島を歩く,星野 湊,緑陰出版,2800,トーハン,買切,14,1831,2026-06-29,
'9788580854046,潮騒ノート 第1巻,山口翔太,銀河舎,440,トーハン,買切,1,316,2026-05-21,
'9782023424261,鉄輪のワルツ 第2巻,石川健,蒼穹書房,540,大阪屋栗田,委託,6,365,2026-05-15,2026-10-15
'9781772110531,TOEIC 730点突破 完全対策,水無月 帳,丘上出版社,1630,地方・小出版流通センター,買切,7,1083,2026-07-08,
'9781392539590,奥飛騨、季節の情景,岡田詩織,白鷺出版,3700,地方・小出版流通センター,買切,12,2708,2026-04-20,
'9780486521268,マーケティング思考,森真央,青葉館,1710,大阪屋栗田,委託,9,1172,2026-05-30,2026-08-03
'9781296928636,水彩画のコツ,柴田誠,清流出版,1340,トーハン,買切,11,815,2026-06-27,
'9787087361354,星屑ダイナー 第17巻,井上結衣,清流出版社,570,トーハン,買切,2,419,2026-04-25,
'9780370149035,くまと雲のパン屋のものがたり,月城 燈,蒼穹書房,1200,大阪屋栗田,買切,12,831,2026-05-10,
'9787407604000,深海探偵局 第8巻,中村さくら,翠嵐館,670,地方・小出版流通センター,買切,18,448,2026-07-07,
'9782084385228,統計検定2級 完全対策,近藤由美,白鷺出版,1630,トーハン,買切,3,1013,2026-05-05,
'9780707462097,ぬか漬けのコツ,佐藤翔太,清流出版社,1470,トーハン,委託,11,1035,2026-06-19,2026-07-22
'9782167309493,終電サーカス 第12巻,近藤花子,翠嵐出版社,470,地方・小出版流通センター,買切,11,305,2026-06-21,
'9780539110456,キャンプ料理の基本,月城 燈,清流出版社,1260,トーハン,買切,3,783,2026-06-07,
'9783544166388,たぬきと秘密の地図の冒険,青木一郎,銀河出版社,1100,トーハン,買切,13,739,2026-05-14,
'9789969336504,一気にわかる世界経済,田中由美,蒼穹書房,1120,大阪屋栗田,買切,7,778,2026-06-18,
'9781546237464,潮騒ノート 第3巻,井上悠真,蒼穹堂,500,日販,買切,18,364,2026-06-21,
'9789696663645,沖縄を歩く,山口浩二,白鷺出版,3840,トーハン,買切,17,2370,2026-05-03,
'9787026272741,くまと願いの種のプレゼント,菅原花子,朝霧出版社,1170,大阪屋栗田,委託,20,704,2026-05-08,2026-07-14
'9785849542317,瀬戸内紀行 写真集,加藤さくら,翠嵐舎,3360,日販,買切,12,2203,2026-04-16,
'9782204536202,蒼穹のクロニクル 第10巻,木村浩二,翠嵐舎,580,トーハン,委託,15,389,2026-06-29,2026-11-02
'9786248633026,誰も知らない庭の肖像,遠藤蒼,丘上館,720,日販,委託,19,472,2026-05-13,2026-07-13
'9787562506515,銀色のカルテ 第7巻,太田涼,緑陰出版,560,日販,委託,18,387,2026-04-22,2026-07-11
'9787356283530,きつねと不思議な森の冒険,日向 碧,翠嵐堂,1230,地方・小出版流通センター,買切,8,758,2026-05-18,
'9782552418953,灰色ドミノ 第11巻,木村健,陽光舎,460,日販,買切,15,332,2026-06-10,
'9782425585379,登録販売者試験 完全対策,雨宮 律,翠嵐堂,1630,日販,買切,2,1067,2026-06-13,
'9784853846343,針と糸の魔女 第18巻,佐藤大輔,白鷺文庫,510,大阪屋栗田,委託,4,366,2026-04-20,2026-08-29
'9784563386498,静かな花束の秘密,石川蒼太,白鷺出版,600,地方・小出版流通センター,買切,16,394,2026-06-28,
'9789705555862,資産形成大全,坂本陽子,清流出版社,1440,日販,委託,4,1022,2026-06-19,2026-08-25
'9788949938172,英検3級 完全対策,福田美咲,緑陰出版,2180,地方・小出版流通センター,買切,8,1475,2026-07-02,
'9783355376747,名もなき約束の地図,木村蒼太,翠嵐堂,740,トーハン,委託,6,462,2026-06-24,2026-08-08
'9782806173928,儚い橋の続き,伊藤大輔,満月舎,730,トーハン,買切,9,544,2026-05-09,
'9782315917242,古びた坂道の秘密,堀内浩二,翠嵐舎,860,地方・小出版流通センター,買切,1,555,2026-06-02,
'9786967843065,遠い港のうた,岩崎栞,満月舎,650,大阪屋栗田,買切,19,448,2026-05-25,
'9784789401845,記憶の中の旅の続き,堀内蒼太,茜色出版社,800,日販,買切,4,482,2026-06-11,
'9788514432654,雨音レコード 第12巻,山口杏,若草出版社,680,大阪屋栗田,買切,5,496,2026-06-13,
'9785793427494,日本の祭り全史,霧島 紬,丘上館,1090,日販,買切,1,809,2026-05-22,
'9782712443955,遠い手紙の続き,藤田隆,翠嵐堂,620,トーハン,買切,9,428,2026-06-01,
'9782054677681,奥飛騨紀行 写真集,前田花子,丘上出版社,3890,日販,委託,4,2469,2026-05-29,2026-08-27
'9782677631213,遠い坂道の約束事,佐藤詩織,蒼穹堂,640,日販,買切,12,409,2026-05-05,
'9788034363872,FP技能検定3級 完全対策,藤井栞,緑陰出版,2340,日販,買切,16,1565,2026-06-28,
'9781472301437,古びた花束の記録,朝比奈 燈,朝霧出版社,700,大阪屋栗田,買切,13,505,2026-07-02,
'9787365354610,眩しい本屋のノート,渡辺陽子,白鷺出版,860,トーハン,買切,6,625,2026-06-24,
'9788871415819,古びた港の贈り物,長谷川陸,丘上館,630,大阪屋栗田,委託,4,444,2026-07-02,2026-09-17
'9787936176108,漢字検定2級 完全対策,清水さくら,若草出版社,2410,日販,買切,10,1626,2026-06-14,
'9786683120310,百鬼夜行堂 第13巻,清水陸,若草出版社,510,日販,買切,12,352,2026-05-10,
'9787968810162,はじめての家計管理,高橋隆,清流出版,1580,トーハン,委託,12,1067,2026-05-21,2026-05-11
'9785113249935,はるかな鍵の使者,伊藤陽子,銀河出版社,800,地方・小出版流通センター,買切,19,528,2026-06-24,
'9787321422506,小笠原諸島を歩く,小林さくら,蒼穹書房,3370,日販,買切,7,2338,2026-05-22,
'9781232965336,十六夜のバトン 第12巻,藤井太郎,若草出版社,500,大阪屋栗田,買切,5,341,2026-05-27,
'9782033288686,静かな町の使者,朝比奈 帳,茜色出版社,820,日販,買切,10,590,2026-05-13,
'9787367564413,一気にわかる日本史,田中美咲,緑陰出版,1180,大阪屋栗田,買切,6,876,2026-06-09,
'9789430903266,15分でわかるリーダーシップ,藤井楓,白鷺文庫,1790,地方・小出版流通センター,買切,2,1158,2026-06-12,
'9786507669773,潮騒ノート 第18巻,石川陸,丘上館,550,トーハン,委託,7,351,2026-05-13,2026-07-28
'9780642803146,誰も知らない灯台のうた,近藤翔太,翠嵐出版社,610,大阪屋栗田,買切,5,375,2026-05-29,
'9786207453597,ITパスポート試験 完全対策,清水健,翠嵐館,1680,日販,委託,7,1018,2026-06-29,2026-09-04
'9786212455296,宅建士試験 完全対策,小林蒼太,青葉出版社,2090,トーハン,買切,10,1323,2026-06-11,
'9780550872661,くまとふしぎな時計のものがたり,吉田結衣,青葉出版社,1440,地方・小出版流通センター,委託,18,986,2026-06-15,2026-08-29
'9785273520615,一気にわかるAIの未来,西村杏,蒼穹書房,1190,トーハン,委託,3,788,2026-05-25,2026-08-16
'9785975901705,毎日の一人暮らしレシピ,遠藤花子,白鷺出版,1500,大阪屋栗田,委託,2,1102,2026-07-10,2026-08-21
'9780602652920,うさぎと小さな灯りのたび,木村杏,翠嵐堂,1500,日販,委託,7,1074,2026-06-28,2026-10-11
'9786850756946,冬の日の花束の結末,山田健,銀河舎,760,大阪屋栗田,買切,11,495,2026-06-15,
'9782614884054,水彩画の基本,松本真央,銀河出版,1430,地方・小出版流通センター,買切,20,1055,2026-06-09,
'9781695249868,十六夜のバトン 第3巻,遠藤茜,銀河出版社,510,地方・小出版流通センター,買切,12,340,2026-04-17,
'9786390578848,忘れられた橋の続き,清水湊,蒼穹堂,700,トーハン,委託,5,460,2026-05-15,2026-10-22
'9784948751712,小さな庭の始まり,鈴木栞,朝霧出版社,930,大阪屋栗田,買切,11,662,2026-06-14,
'9788248599548,今日からできるスパイスカレー,山田凛,朝霧出版,1590,トーハン,買切,16,994,2026-06-03,
'9787759194389,図解 統計学入門,雨宮 朔,丘上館,1890,トーハン,委託,13,1217,2026-05-18,2026-06-27
'9783351236663,令和幽霊譚 第7巻,遠藤誠,満月舎,550,地方・小出版流通センター,委託,19,371,2026-05-18,2026-08-11
'9784932729048,資本主義の教科書,雨宮 紬,陽光舎,1530,日販,買切,10,1007,2026-06-04,
'9780555002490,針と糸の魔女 第5巻,吉田詩織,茜色出版社,560,大阪屋栗田,買切,15,384,2026-07-13,
'9783090014058,古びた鍵の使者,近藤陽子,銀河出版社,720,日販,委託,10,489,2026-05-22,2026-07-05
'9789364111690,営業力思考,佐藤さくら,白鷺文庫,1600,大阪屋栗田,買切,4,963,2026-04-23,
'9783140324557,はじめての刺繍,長谷川大輔,清流出版社,1490,地方・小出版流通センター,買切,3,961,2026-07-08,
'9783335214472,最後の喫茶店の続き,佐藤由美,朝霧出版社,750,日販,買切,6,532,2026-06-07,
'9785340660763,鉄輪のワルツ 第7巻,朝比奈 紬,陽光舎,520,日販,委託,10,373,2026-05-06,2026-09-19
'9786889447228,遠い記憶の始まり,山田杏,蒼穹書房,750,トーハン,買切,15,453,2026-06-23,
'9784278065572,ひつじと空とぶ本のひみつ,岩崎健,丘上出版社,1220,地方・小出版流通センター,買切,3,826,2026-07-09,
'9783584692069,人的資本経営の教科書,渡辺凛,銀河出版,1440,トーハン,買切,14,1020,2026-07-06,
'9789822276626,砂上のグランドライン 第12巻,遠藤太郎,白鷺出版,560,トーハン,買切,8,397,2026-05-22,
'9783376888106,能登、季節の情景,菅原悠真,蒼穹堂,3880,大阪屋栗田,買切,17,2815,2026-04-29,
'9789367536711,儚い庭の物語,岩崎大輔,蒼穹堂,800,日販,委託,18,486,2026-04-17,2026-09-18
'9780386888218,進化論全史,佐藤陽子,蒼穹堂,1020,日販,委託,14,750,2026-05-15,2026-09-23
'9780548201824,静かな約束の迷宮,日向 湊,翠嵐舎,820,地方・小出版流通センター,委託,16,592,2026-06-16,2026-08-28
'9784057527765,冬の日の本屋の贈り物,長谷川美咲,銀河出版社,890,大阪屋栗田,買切,4,576,2026-07-13,
'9783359277026,銀色のカルテ 第9巻,霧島 朔,銀河出版,600,日販,委託,7,412,2026-05-15,2026-06-18
'9784101933658,毎日の家計管理レシピ,伊藤蒼,銀河出版,1430,地方・小出版流通センター,委託,4,1028,2026-07-04,2026-08-20
'9786909947066,2027年度版 TOEIC 860点突破 完全対策,柴田大輔,陽光舎,1740,大阪屋栗田,買切,13,1261,2026-07-12,
'9786564371435,日本史全史,星野 楓,白鷺出版,1150,トーハン,買切,6,808,2026-05-17,
'9786631603889,毎日の掃除レシピ,太田蒼,満月舎,1240,日販,買切,18,852,2026-05-11,
'9781763555143,2026年度版 登録販売者試験 完全対策,山田詩織,翠嵐館,2600,大阪屋栗田,委託,17,1856,2026-05-18,2026-07-18
'9783338441943,刀と花 第11巻,加藤葵,銀河出版,580,地方・小出版流通センター,買切,3,358,2026-06-17,
'9782794568652,ぞうと小さな灯りの冒険,遠藤真央,清流出版,1330,大阪屋栗田,買切,13,822,2026-04-27,
'9788475714745,十六夜のバトン 第3巻,青木由美,若草出版社,660,大阪屋栗田,委託,20,464,2026-05-31,2026-07-19
'9787326011156,見えない記憶の結末,森葵,翠嵐館,620,地方・小出版流通センター,買切,19,399,2026-05-26,
'9787475946279,ぞうと雲のパン屋のひみつ,石川浩二,青葉出版社,1430,地方・小出版流通センター,委託,8,952,2026-06-10,2026-10-16
'9781110992430,時間管理大全,近藤凛,清流出版,1770,トーハン,買切,1,1188,2026-06-18,
'9785405186023,銀色のカルテ 第12巻,冬野 帳,茜色出版社,440,大阪屋栗田,買切,7,316,2026-06-06,
'9783028648157,ふくろうと魔法のスープのプレゼント,菅原陽子,翠嵐堂,1360,日販,買切,9,861,2026-04-30,
'9786183987994,一気にわかる哲学,長谷川陸,翠嵐堂,1110,トーハン,買切,15,788,2026-06-03,
'9781231174265,静かな本屋の続き,田中健,蒼穹堂,860,大阪屋栗田,買切,5,615,2026-05-27,
'9784143492694,スパイスカレーの基本,中村茜,朝霧出版社,1670,大阪屋栗田,委託,19,1139,2026-06-21,2026-08-14
'9784627786967,今日からできるお弁当,前田美咲,銀河出版,1610,日販,買切,19,1153,2026-07-03,
'9781838277208,雨音レコード 第2巻,三浦陸,銀河出版,440,大阪屋栗田,買切,15,280,2026-07-06,
'9788366587823,深夜の図書館の地図,近藤蒼,蒼穹書房,690,地方・小出版流通センター,委託,5,463,2026-05-13,2026-10-05
'9787064777970,資本主義の教科書,山田由美,緑陰出版,1450,大阪屋栗田,委託,19,939,2026-05-22,2026-09-21
'9789224957673,鉄輪のワルツ 第17巻,木村湊,青葉出版社,530,大阪屋栗田,買切,18,369,2026-05-21,
'9780409821130,たぬきと魔法のスープの冒険,坂本陸,清流出版,1500,大阪屋栗田,買切,13,988,2026-06-13,
'9782274020731,立山黒部紀行 写真集,長谷川凛,翠嵐堂,3170,大阪屋栗田,買切,2,2105,2026-05-19,
'9786012332933,日本の祭り全史,井上杏,白鷺文庫,1110,地方・小出版流通センター,買切,7,759,2026-05-20,
'9788485333424,十六夜のバトン 第6巻,佐藤浩二,朝霧出版,560,大阪屋栗田,買切,6,411,2026-04-25,
'9783633370658,お弁当のコツ,月城 律,翠嵐館,1300,地方・小出版流通センター,買切,9,885,2026-05-24,
'9783543231742,AIの未来の謎,前田蒼,若草出版社,1100,日販,委託,18,798,2026-06-14,2026-09-26
'9783450919764,図解 生成AI活用入門,田中涼,翠嵐堂,1520,日販,買切,14,1109,2026-05-26,
'9788045385382,四万十、季節の情景,清水葵,白鷺文庫,4250,大阪屋栗田,委託,16,2692,2026-05-25,2026-09-01
'9785392475735,もぐらと魔法のスープのたび,雨宮 律,白鷺文庫,1450,地方・小出版流通センター,買切,3,1004,2026-04-23,
'9788539821747,行動心理学思考,伊藤楓,茜色出版社,1610,日販,買切,5,1061,2026-04-30,
'9785099655027,記憶の中の図書館の記録,清水美咲,朝霧出版,750,大阪屋栗田,委託,8,544,2026-04-23,2026-07-22
'9780678846650,今日からできるガーデニング,藤田涼,白鷺文庫,1490,大阪屋栗田,買切,4,1035,2026-06-05,
'9780482606198,記憶の中の橋の物語,木村杏,緑陰出版,760,地方・小出版流通センター,買切,1,518,2026-05-27,
'9786529601119,百鬼夜行堂 第4巻,太田健,蒼穹堂,450,日販,買切,12,286,2026-05-16,
'9785914770010,毎日の収納術レシピ,渡辺誠,朝霧出版社,1440,日販,買切,11,1070,2026-05-04,
'9786643715549,一気にわかる世界経済,西村栞,翠嵐館,1110,日販,委託,11,734,2026-04-15,2026-07-09
'9781852573690,終電サーカス 第17巻,風間 帳,丘上館,610,トーハン,買切,2,456,2026-04-23,
'9789034818805,五島列島を歩く,石川凛,清流出版,4110,大阪屋栗田,買切,16,2955,2026-06-12,
'9782722234406,今日からできる観葉植物,木村悠真,清流出版社,1280,地方・小出版流通センター,委託,20,808,2026-07-12,2026-12-16
'9782841077946,会計の教科書,吉田美咲,青葉出版社,1700,地方・小出版流通センター,買切,17,1114,2026-05-07,
'9785494169129,鉄輪のワルツ 第15巻,長谷川翔太,銀河出版社,630,地方・小出版流通センター,買切,14,436,2026-07-07,
'9782499444046,令和幽霊譚 第3巻,遠藤健,銀河出版,530,大阪屋栗田,買切,10,334,2026-05-07,
'9786618488881,はじめてのぬか漬け,三浦花子,朝霧出版社,1580,トーハン,買切,20,1177,2026-04-23,
'9782892118377,戦国時代の謎,藤田杏,白鷺文庫,890,大阪屋栗田,買切,6,620,2026-05-16,
'9783209655035,銀色のカルテ 第12巻,柴田蒼太,満月舎,470,大阪屋栗田,委託,15,329,2026-06-16,2026-08-27
'9780761994671,資本主義思考,三浦翔太,丘上出版社,1490,トーハン,買切,2,971,2026-04-27,
'9782175834307,眩しい駅の続き,小林陸,満月舎,790,地方・小出版流通センター,買切,11,571,2026-05-18,
'9780270197334,影絵の国のアリス 第5巻,清水真央,翠嵐館,440,地方・小出版流通センター,買切,3,268,2026-05-03,
'9781899533541,図解でわかる民俗学,水無月 朔,翠嵐堂,1140,大阪屋栗田,買切,11,790,2026-06-10,
